step,t,atom_id,mol_id,x,y,z,vx,vy,syy,xlo,xhi,ylo,yhi,zlo,zhi
807,201.75,4292,86.0,-6.10126,-6.76213,-3.13649,-2.62433,6.23493,-32.6033,-11.867,11.867,-7.519,7.519,-4.728,4.728
808,202.0,4292,86.0,-5.99833,-6.70555,-3.38841,-0.895549,0.30716,17.4829,-11.962,11.962,-7.493,7.493,-4.718,4.718
809,202.25,4292,86.0,-6.12367,-7.03643,-3.00172,-5.09629,0.60074,26.1978,-12.058,12.058,-7.467,7.467,-4.68,4.68
810,202.5,4292,86.0,-6.23545,-7.04022,-2.95384,3.68835,3.21738,-4.81508,-12.153,12.153,-7.441,7.441,-4.632,4.632
811,202.75,4292,86.0,-6.58973,-6.80722,-3.80757,-2.2344,-0.111973,15.1087,-12.249,12.249,-7.414,7.414,-4.603,4.603
812,203.0,4721,95.0,-5.39657,-7.03402,-2.52143,4.39538,0.746176,-83.1587,-12.345,12.345,-7.388,7.388,-4.596,4.596
813,203.25,4721,95.0,-5.11347,-6.6188,-2.76577,-1.16202,2.90203,-44.6821,-12.441,12.441,-7.361,7.361,-4.591,4.591
814,203.5,4721,95.0,-5.06496,-6.19359,-2.57114,-0.600515,2.10375,-67.1739,-12.536,12.536,-7.335,7.335,-4.584,4.584
815,203.75,4721,95.0,-5.11989,-6.20032,-2.29568,2.10973,-0.902442,9.204,-12.632,12.632,-7.308,7.308,-4.577,4.577
816,204.0,2726,55.0,-2.34951,-5.91877,-2.40089,1.44821,1.29944,96.6093,-12.729,12.729,-7.281,7.281,-4.568,4.568
817,204.25,2726,55.0,-2.33264,-6.02239,-2.45354,-1.83616,-2.52153,-61.4533,-12.825,12.825,-7.255,7.255,-4.559,4.559
818,204.5,2810,57.0,-5.90599,-3.96248,-2.62623,2.01214,-7.5381,119.059,-12.921,12.921,-7.228,7.228,-4.559,4.559
819,204.75,2810,57.0,-5.66376,-4.0684,-2.66729,-3.27157,-2.33514,-23.3666,-13.017,13.017,-7.201,7.201,-4.566,4.566
820,205.0,2810,57.0,-5.6418,-4.03745,-2.39,-5.99915,1.29891,-28.6454,-13.114,13.114,-7.174,7.174,-4.582,4.582
821,205.25,2810,57.0,-5.5706,-3.81721,-2.77616,5.67931,2.30528,-23.9291,-13.211,13.211,-7.147,7.147,-4.602,4.602
822,205.5,2810,57.0,-5.63709,-3.71213,-2.62019,-1.84073,2.84671,99.9232,-13.307,13.307,-7.12,7.12,-4.637,4.637
823,205.75,2717,55.0,-1.98451,-6.35431,-3.19371,-3.89047,-4.31414,67.7063,-13.404,13.404,-7.092,7.092,-4.67,4.67
824,206.0,2717,55.0,-2.3837,-6.2592,-3.15019,-1.07648,-0.778431,5.47945,-13.501,13.501,-7.065,7.065,-4.69,4.69
825,206.25,2717,55.0,-2.45802,-5.8506,-3.05705,0.242191,3.28879,-29.8345,-13.598,13.598,-7.038,7.038,-4.695,4.695
826,206.5,2717,55.0,-2.60409,-5.42784,-3.11801,5.99192,-2.72569,59.0318,-13.695,13.695,-7.011,7.011,-4.69,4.69
827,206.75,2717,55.0,-2.73784,-5.42223,-3.24663,-4.75371,-3.73396,72.3378,-13.793,13.793,-6.983,6.983,-4.666,4.666
828,207.0,2717,55.0,-2.48119,-5.28112,-3.32526,-3.95722,-4.90674,-19.8863,-13.89,13.89,-6.956,6.956,-4.654,4.654
829,207.25,2717,55.0,-2.65726,-5.51235,-3.44859,-1.9033,6.52197,38.5705,-13.988,13.988,-6.929,6.929,-4.656,4.656
830,207.5,2717,55.0,-2.34581,-5.54879,-3.47077,-2.88299,0.938837,2.94596,-14.086,14.086,-6.901,6.901,-4.654,4.654
831,207.75,3091,62.0,-3.54724,-3.59777,-4.52559,3.63102,-4.42613,15.8984,-14.184,14.184,-6.874,6.874,-4.644,4.644
832,208.0,3091,62.0,-3.78586,-3.78367,-4.41023,-5.01234,-0.256998,-26.3539,-14.282,14.282,-6.846,6.846,-4.63,4.63
833,208.25,3091,62.0,-3.79811,-3.53459,-4.27372,0.846646,-4.90278,31.2633,-14.38,14.38,-6.819,6.819,-4.621,4.621
834,208.5,2718,55.0,-2.42295,-4.75671,-3.12772,-5.39696,0.342338,-22.431,-14.479,14.479,-6.792,6.792,-4.608,4.608
835,208.75,2718,55.0,-2.46716,-4.7853,-3.24265,0.60008,0.0882574,-20.5326,-14.577,14.577,-6.764,6.764,-4.605,4.605
836,209.0,2718,55.0,-2.27233,-5.27598,-3.36004,-1.72021,-2.16175,-1.66031,-14.676,14.676,-6.737,6.737,-4.613,4.613
837,209.25,2718,55.0,-2.25152,-5.17193,-3.14412,-8.49397,1.6417,21.358,-14.775,14.775,-6.709,6.709,-4.621,4.621
838,209.5,2718,55.0,-2.34233,-4.99637,-2.97106,4.78848,0.255134,11.8057,-14.874,14.874,-6.682,6.682,-4.621,4.621
839,209.75,2718,55.0,-2.11306,-4.67864,-2.31784,-2.37785,4.45735,-24.5583,-14.973,14.973,-6.654,6.654,-4.616,4.616
840,210.0,2448,49.0,-5.37797,-5.5057,-4.33837,-1.79879,3.71164,-42.6059,-15.073,15.073,-6.627,6.627,-4.617,4.617
841,210.25,2448,49.0,-5.45395,-5.67979,-4.19107,5.1068,-0.963844,-27.441,-15.172,15.172,-6.599,6.599,-4.618,4.618
842,210.5,2448,49.0,-5.15436,-5.39181,-3.98007,6.08563,6.81782,17.2118,-15.272,15.272,-6.572,6.572,-4.615,4.615
843,210.75,2448,49.0,-5.09635,-5.24458,-4.33436,0.809251,-0.253701,59.9537,-15.372,15.372,-6.545,6.545,-4.605,4.605
844,211.0,2448,49.0,-5.05312,-5.52573,-4.25712,0.230163,-0.416567,-7.15988,-15.472,15.472,-6.517,6.517,-4.611,4.611
845,211.25,2448,49.0,-5.3245,-5.5393,-4.53679,-0.699112,-1.43145,18.4642,-15.573,15.573,-6.49,6.49,-4.619,4.619
846,211.5,4696,94.0,-5.92547,-3.25932,-3.5097,-1.01604,-7.1606,-9.8872,-15.674,15.674,-6.463,6.463,-4.623,4.623
847,211.75,2820,57.0,-3.50796,-4.85776,-2.43448,-1.0174,2.27079,-50.6972,-15.774,15.774,-6.435,6.435,-4.616,4.616
848,212.0,4434,89.0,-5.08224,-6.21475,-3.63725,0.724328,-2.33676,-14.4306,-15.876,15.876,-6.408,6.408,-4.598,4.598
849,212.25,4434,89.0,-5.08981,-5.86348,-3.29477,-1.50101,-0.827715,39.4035,-15.977,15.977,-6.381,6.381,-4.588,4.588
850,212.5,4434,89.0,-5.1193,-6.0646,-3.72674,1.92513,-3.205,-39.2657,-16.078,16.078,-6.353,6.353,-4.591,4.591
851,212.75,4434,89.0,-5.20565,-6.04723,-3.94336,-2.06518,-1.18759,59.3981,-16.18,16.18,-6.326,6.326,-4.612,4.612
852,213.0,4434,89.0,-5.03724,-5.85476,-3.80758,2.54428,3.94174,-40.0466,-16.282,16.282,-6.299,6.299,-4.635,4.635
853,213.25,4434,89.0,-5.05945,-5.91696,-4.13089,1.3873,-3.94246,45.4933,-16.384,16.384,-6.272,6.272,-4.652,4.652
854,213.5,4434,89.0,-4.88183,-5.96517,-3.82708,2.18473,1.13773,-57.0564,-16.487,16.487,-6.245,6.245,-4.653,4.653
855,213.75,4434,89.0,-5.00942,-6.0522,-4.36159,-0.959553,0.0772314,30.2699,-16.589,16.589,-6.218,6.218,-4.64,4.64
856,214.0,4434,89.0,-4.81793,-5.69546,-4.47482,5.18915,-0.35678,16.0556,-16.692,16.692,-6.191,6.191,-4.599,4.599
857,214.25,4434,89.0,-4.97004,-5.67131,-4.3481,2.55425,-0.260869,7.68747,-16.796,16.796,-6.164,6.164,-4.564,4.564
858,214.5,4434,89.0,-4.85464,-5.53328,-4.37633,1.67668,0.7554,-23.5347,-16.899,16.899,-6.137,6.137,-4.552,4.552
859,214.75,4434,89.0,-4.49655,-5.27994,-4.49309,3.66701,0.308751,-26.3248,-17.003,17.003,-6.11,6.11,-4.557,4.557
860,215.0,2713,55.0,-2.06853,-4.81078,-2.43331,2.6202,2.8791,-31.4838,-17.107,17.107,-6.083,6.083,-4.559,4.559
861,215.25,1062,22.0,-0.455654,-6.08851,-3.13054,-4.21605,-2.99044,14.2491,-17.211,17.211,-6.056,6.056,-4.557,4.557
862,215.5,4448,89.0,-7.16924,-4.0907,-3.36583,0.457056,1.01852,-8.28947,-17.316,17.316,-6.03,6.03,-4.552,4.552
863,215.75,4448,89.0,-6.84417,-3.86859,-3.23699,1.21162,-0.136472,14.2228,-17.42,17.42,-6.003,6.003,-4.553,4.553
864,216.0,4448,89.0,-7.24824,-4.15439,-3.43108,-8.12007,-3.48343,-15.3647,-17.526,17.526,-5.976,5.976,-4.564,4.564
865,216.25,4448,89.0,-7.42294,-4.35217,-3.61505,0.356555,-1.90451,52.3739,-17.631,17.631,-5.95,5.95,-4.586,4.586
866,216.5,2813,57.0,-4.0939,-3.15772,-3.26596,1.03663,-4.57975,-11.087,-17.737,17.737,-5.923,5.923,-4.598,4.598
867,216.75,2817,57.0,-3.33128,-3.05632,-2.72004,-4.42281,-2.3852,9.60324,-17.843,17.843,-5.897,5.897,-4.601,4.601
868,217.0,2817,57.0,-3.35392,-3.11946,-2.88628,-3.30618,0.736989,34.2436,-17.949,17.949,-5.87,5.87,-4.598,4.598
869,217.25,2817,57.0,-3.40244,-3.18729,-3.17433,1.50121,1.16596,26.5248,-18.055,18.055,-5.844,5.844,-4.59,4.59
870,217.5,2817,57.0,-3.34263,-2.97392,-3.08706,-1.89189,3.40437,48.3266,-18.162,18.162,-5.818,5.818,-4.578,4.578
871,217.75,1058,22.0,-0.932989,-5.68903,-3.62327,4.23492,-3.39802,0.666288,-18.269,18.269,-5.792,5.792,-4.572,4.572
872,218.0,1058,22.0,-0.979877,-5.6325,-3.69695,-1.92383,4.43811,0.674735,-18.377,18.377,-5.765,5.765,-4.571,4.571
873,218.25,2443,49.0,-6.77054,-3.28508,-4.51004,1.62337,-3.04812,-177.14,-18.485,18.485,-5.739,5.739,-4.568,4.568
874,218.5,2809,57.0,-5.95549,-2.8687,-3.85853,0.537607,1.69491,14.9816,-18.593,18.593,-5.713,5.713,-4.559,4.559
875,218.75,2824,57.0,-2.65267,-3.24176,-3.5066,1.92372,2.02449,-82.439,-18.701,18.701,-5.687,5.687,-4.552,4.552
876,219.0,4728,95.0,-5.69079,-5.53933,-2.44796,1.42857,-2.56185,213.242,-18.81,18.81,-5.662,5.662,-4.547,4.547
877,219.25,2717,55.0,-0.47723,-5.02494,-2.51228,-2.16425,0.852285,-11.7356,-18.919,18.919,-5.636,5.636,-4.55,4.55
878,219.5,2811,57.0,-6.00049,-2.98663,-2.95168,0.966403,-0.213156,28.835,-19.029,19.029,-5.61,5.61,-4.57,4.57
879,219.75,2811,57.0,-5.93679,-3.41856,-3.08203,-0.847341,1.52041,71.0671,-19.139,19.139,-5.584,5.584,-4.611,4.611
880,220.0,2811,57.0,-5.85633,-3.2887,-3.17536,-0.649359,3.98958,4.89987,-19.249,19.249,-5.559,5.559,-4.65,4.65
881,220.25,3594,72.0,-7.20236,-4.04218,-4.42069,3.95101,0.680603,-36.1394,-19.359,19.359,-5.533,5.533,-4.679,4.679
882,220.5,3587,72.0,-4.96193,-4.65735,-4.47466,-1.21853,1.47976,-33.718,-19.47,19.47,-5.508,5.508,-4.686,4.686
883,220.75,1599,32.0,-9.0526,-2.98678,-4.38277,-0.997856,-2.60327,-11.5636,-19.582,19.582,-5.483,5.483,-4.665,4.665
884,221.0,4449,89.0,-8.77595,-3.19568,-3.02123,-0.500864,-0.330381,30.1045,-19.693,19.693,-5.457,5.457,-4.641,4.641
885,221.25,1495,30.0,-4.17733,-2.7764,-3.65951,-0.148876,-3.52174,26.9447,-19.805,19.805,-5.432,5.432,-4.613,4.613
886,221.5,1495,30.0,-4.26197,-2.76701,-3.80277,1.30158,0.893101,-28.9226,-19.918,19.918,-5.407,5.407,-4.599,4.599
887,221.75,1495,30.0,-4.24381,-2.83736,-3.37716,-5.26832,0.401751,-170.461,-20.03,20.03,-5.382,5.382,-4.596,4.596
888,222.0,1495,30.0,-4.53481,-3.01519,-3.73851,-1.90601,-0.188468,-87.1065,-20.144,20.144,-5.357,5.357,-4.606,4.606
889,222.25,1495,30.0,-4.92169,-2.95473,-3.55972,1.7822,-2.62755,81.1435,-20.257,20.257,-5.332,5.332,-4.621,4.621
890,222.5,1495,30.0,-4.88803,-3.06987,-3.72155,-0.8863,-0.010062,5.85856,-20.371,20.371,-5.307,5.307,-4.635,4.635
891,222.75,1495,30.0,-4.77213,-2.98079,-4.03861,2.69685,6.63677,30.0693,-20.485,20.485,-5.283,5.283,-4.632,4.632
892,223.0,1495,30.0,-4.37333,-2.72824,-4.4042,1.17503,3.85405,-48.4754,-20.6,20.6,-5.258,5.258,-4.622,4.622
893,223.25,2710,55.0,-2.58425,-4.6092,-2.4475,0.268126,3.10384,-89.7629,-20.715,20.715,-5.233,5.233,-4.614,4.614
894,223.5,3583,72.0,-4.74653,-5.16762,-3.74196,-0.782321,7.91963,-41.8297,-20.831,20.831,-5.209,5.209,-4.607,4.607
895,223.75,3583,72.0,-4.40914,-5.00874,-4.02694,0.774593,-0.578108,25.9993,-20.947,20.947,-5.184,5.184,-4.608,4.608
896,224.0,3583,72.0,-4.32945,-4.6137,-4.20054,-0.391692,-0.135999,-76.7432,-21.063,21.063,-5.16,5.16,-4.618,4.618
897,224.25,3583,72.0,-4.2829,-4.36783,-4.36105,-6.69676,-0.803955,52.9482,-21.18,21.18,-5.136,5.136,-4.638,4.638
898,224.5,3583,72.0,-4.0896,-4.03409,-4.15521,4.62444,-2.19323,60.815,-21.297,21.297,-5.112,5.112,-4.658,4.658
899,224.75,3583,72.0,-4.21926,-4.13074,-4.2,2.05813,1.43016,55.0906,-21.415,21.415,-5.088,5.088,-4.671,4.671
900,225.0,3583,72.0,-4.16056,-4.26145,-4.09755,4.22568,0.542285,4.66963,-21.533,21.533,-5.064,5.064,-4.661,4.661
901,225.25,3583,72.0,-4.35718,-4.15273,-3.8745,0.0689272,4.37781,-16.2965,-21.651,21.651,-5.04,5.04,-4.639,4.639
902,225.5,3583,72.0,-4.48022,-4.18714,-3.96761,-2.27857,0.284581,-34.3519,-21.77,21.77,-5.016,5.016,-4.621,4.621
903,225.75,3583,72.0,-4.78315,-4.60246,-3.38904,2.74224,-0.345119,-16.85,-21.89,21.89,-4.992,4.992,-4.616,4.616
904,226.0,3583,72.0,-4.86654,-4.80802,-3.87249,3.64399,2.36016,-48.9615,-22.01,22.01,-4.969,4.969,-4.622,4.622
905,226.25,3583,72.0,-4.99299,-4.57863,-3.73527,-1.25291,1.15915,-49.5067,-22.13,22.13,-4.945,4.945,-4.635,4.635
906,226.5,3583,72.0,-5.22251,-4.56636,-3.80017,2.71013,-0.139221,-26.9019,-22.251,22.251,-4.922,4.922,-4.643,4.643
907,226.75,3583,72.0,-4.92015,-4.74223,-3.72397,0.294584,-0.872727,-75.3533,-22.372,22.372,-4.898,4.898,-4.645,4.645
908,227.0,3583,72.0,-4.85297,-4.62771,-3.87928,0.153607,1.79141,38.4204,-22.494,22.494,-4.875,4.875,-4.659,4.659
909,227.25,3583,72.0,-4.76152,-4.62016,-3.71135,0.292493,-0.88962,-20.782,-22.616,22.616,-4.852,4.852,-4.671,4.671
910,227.5,2811,57.0,-7.21511,-2.4282,-3.06412,-2.84474,-1.67458,-36.2638,-22.739,22.739,-4.829,4.829,-4.664,4.664
911,227.75,2658,54.0,-9.17696,-2.90419,-2.42746,2.3959,4.72942,3.0225,-22.862,22.862,-4.806,4.806,-4.639,4.639
912,228.0,2816,57.0,-6.25146,-2.72618,-2.63409,-0.804893,1.50953,-61.7898,-22.985,22.985,-4.783,4.783,-4.615,4.615
913,228.25,2816,57.0,-6.53706,-2.439,-2.63815,0.593103,1.66512,44.8402,-23.11,23.11,-4.76,4.76,-4.606,4.606
914,228.5,4442,89.0,-7.85329,-3.68221,-3.11178,1.2869,-0.602143,35.3011,-23.234,23.234,-4.737,4.737,-4.609,4.609
915,228.75,2290,46.0,-1.00881,-3.75395,-4.49848,-4.64978,4.45392,57.2898,-23.359,23.359,-4.715,4.715,-4.609,4.609
916,229.0,4444,89.0,-8.27671,-3.57974,-2.91633,1.52014,0.569704,-30.4334,-23.485,23.485,-4.692,4.692,-4.612,4.612
917,229.25,4444,89.0,-8.0861,-3.71443,-3.19369,2.34971,-0.0145752,7.09216,-23.611,23.611,-4.67,4.67,-4.607,4.607
918,229.5,4444,89.0,-8.03667,-3.55203,-3.38582,-3.91586,-5.79881,23.2498,-23.738,23.738,-4.647,4.647,-4.601,4.601
919,229.75,3957,80.0,-3.41353,-2.81172,-4.17568,5.57969,-1.60156,-4.96127,-23.865,23.865,-4.625,4.625,-4.605,4.605
920,230.0,3957,80.0,-3.42418,-2.75847,-4.5371,-7.10911,-2.69459,47.2083,-23.993,23.993,-4.603,4.603,-4.631,4.631
921,230.25,3957,80.0,-3.6915,-2.89317,-4.32599,-1.33427,-1.05894,-16.0541,-24.121,24.121,-4.581,4.581,-4.656,4.656
922,230.5,3957,80.0,-3.95583,-3.17945,-4.1762,0.115383,-0.276543,-7.96127,-24.249,24.249,-4.559,4.559,-4.671,4.671
923,230.75,3957,80.0,-4.07893,-3.61678,-3.83414,0.34623,0.976549,-12.9618,-24.379,24.379,-4.537,4.537,-4.672,4.672
924,231.0,3957,80.0,-4.2852,-3.27075,-3.48381,-0.788221,-1.33395,-27.3157,-24.509,24.509,-4.515,4.515,-4.666,4.666
925,231.25,3957,80.0,-4.43482,-3.36226,-3.84325,2.12841,2.23281,53.3611,-24.639,24.639,-4.493,4.493,-4.653,4.653
926,231.5,3957,80.0,-4.62555,-3.40853,-3.94016,3.31309,1.21278,2.59975,-24.77,24.77,-4.472,4.472,-4.638,4.638
927,231.75,3957,80.0,-4.77625,-3.48865,-3.83929,2.3293,8.27684,-15.1671,-24.901,24.901,-4.45,4.45,-4.636,4.636
928,232.0,3957,80.0,-4.75703,-3.39268,-3.44467,-0.635314,5.67198,8.10434,-25.033,25.033,-4.428,4.428,-4.639,4.639
929,232.25,3957,80.0,-4.79522,-3.34017,-3.53414,-1.0396,-1.2022,4.61939,-25.166,25.166,-4.407,4.407,-4.636,4.636
930,232.5,3957,80.0,-4.27071,-3.37137,-3.62103,3.46754,0.854863,11.2291,-25.299,25.299,-4.386,4.386,-4.617,4.617
931,232.75,3957,80.0,-3.89671,-3.5783,-3.28124,-0.152906,0.977863,-28.9167,-25.433,25.433,-4.365,4.365,-4.607,4.607
932,233.0,3957,80.0,-4.16378,-3.73192,-3.53329,-1.10574,-2.6825,-26.0855,-25.567,25.567,-4.343,4.343,-4.605,4.605
933,233.25,3957,80.0,-4.07698,-3.6318,-3.63761,-1.5633,-0.189429,8.14498,-25.702,25.702,-4.322,4.322,-4.61,4.61
934,233.5,3957,80.0,-4.03188,-3.68148,-3.92264,1.84594,-1.76195,20.7962,-25.837,25.837,-4.301,4.301,-4.62,4.62
935,233.75,3957,80.0,-3.97159,-3.82858,-3.63431,-2.02716,-1.34831,-38.8056,-25.973,25.973,-4.281,4.281,-4.615,4.615
936,234.0,3957,80.0,-3.99077,-3.89738,-3.53426,0.565277,-3.28237,64.2939,-26.11,26.11,-4.26,4.26,-4.611,4.611
937,234.25,3957,80.0,-3.88972,-3.68364,-3.70617,-2.84266,0.0137464,16.1697,-26.247,26.247,-4.239,4.239,-4.613,4.613
938,234.5,3957,80.0,-3.86999,-3.3038,-3.60882,-1.22958,2.80702,-18.7054,-26.384,26.384,-4.219,4.219,-4.617,4.617
939,234.75,3957,80.0,-4.08297,-3.21196,-3.53253,3.58477,0.246645,14.4673,-26.523,26.523,-4.198,4.198,-4.628,4.628
940,235.0,3957,80.0,-4.17509,-3.24221,-3.76895,2.85431,-4.88475,170.55,-26.662,26.662,-4.178,4.178,-4.635,4.635
941,235.25,3957,80.0,-4.10174,-3.16765,-3.95337,1.38761,3.75124,-14.2704,-26.801,26.801,-4.157,4.157,-4.627,4.627
942,235.5,3957,80.0,-3.65321,-2.95458,-3.25504,0.300966,-0.25377,11.7019,-26.942,26.942,-4.137,4.137,-4.598,4.598
943,235.75,3957,80.0,-3.71188,-3.10652,-3.12034,-4.45765,0.714816,41.1116,-27.082,27.082,-4.117,4.117,-4.575,4.575
944,236.0,3957,80.0,-3.7656,-2.80391,-3.47692,-0.379142,0.424841,11.863,-27.224,27.224,-4.097,4.097,-4.574,4.574
945,236.25,2450,49.0,-9.41721,-2.43982,-3.84756,-0.367657,-5.98244,-33.4324,-27.366,27.366,-4.077,4.077,-4.573,4.573
946,236.5,2450,49.0,-9.62999,-2.5581,-3.85431,2.56403,4.43097,-14.8829,-27.509,27.509,-4.057,4.057,-4.559,4.559
947,236.75,2450,49.0,-9.60484,-2.38722,-3.91389,-2.03684,-0.761062,-10.7404,-27.652,27.652,-4.037,4.037,-4.552,4.552
948,237.0,2450,49.0,-10.0242,-2.62641,-3.71454,-0.169347,-2.34407,-38.8854,-27.796,27.796,-4.018,4.018,-4.561,4.561
949,237.25,3589,72.0,-3.10041,-3.85818,-4.57242,-3.69582,1.04939,19.4371,-27.94,27.94,-3.998,3.998,-4.578,4.578
950,237.5,3589,72.0,-2.88502,-3.85537,-4.41771,5.12554,3.84691,-11.6815,-28.086,28.086,-3.978,3.978,-4.605,4.605
951,237.75,3589,72.0,-2.86607,-3.59246,-4.31522,-1.32805,-2.0646,28.7034,-28.232,28.232,-3.959,3.959,-4.622,4.622
952,238.0,3589,72.0,-3.13369,-3.42834,-4.52508,-2.45281,-1.5942,3.15502,-28.378,28.378,-3.94,3.94,-4.622,4.622
953,238.25,4450,89.0,-10.0869,-2.78773,-2.88836,-1.49285,2.45372,-22.4016,-28.525,28.525,-3.92,3.92,-4.589,4.589
954,238.5,2815,57.0,-7.63188,-2.70499,-2.329,0.436671,-2.79468,84.9181,-28.673,28.673,-3.901,3.901,-4.566,4.566
955,238.75,2815,57.0,-7.45803,-2.87738,-2.78876,-4.02324,-5.57998,80.7853,-28.822,28.822,-3.882,3.882,-4.553,4.553
956,239.0,2815,57.0,-7.45342,-2.93748,-2.99992,4.54889,6.49686,-35.9708,-28.971,28.971,-3.863,3.863,-4.561,4.561
957,239.25,2815,57.0,-7.57876,-2.63456,-3.0743,0.0369259,5.64932,-119.517,-29.121,29.121,-3.844,3.844,-4.598,4.598
958,239.5,2815,57.0,-7.81963,-2.7448,-3.2486,0.0100474,-1.02305,27.7397,-29.271,29.271,-3.825,3.825,-4.615,4.615
959,239.75,2815,57.0,-7.92435,-2.80587,-2.80341,-6.89623,6.14657,-11.6025,-29.423,29.423,-3.807,3.807,-4.625,4.625
960,240.0,2815,57.0,-8.11816,-2.21024,-2.8764,-1.07313,3.33332,-24.4382,-29.575,29.575,-3.788,3.788,-4.639,4.639
961,240.25,1494,30.0,-9.38926,-3.04735,-4.08767,4.891,2.51238,48.9583,-29.727,29.727,-3.769,3.769,-4.653,4.653
962,240.5,1494,30.0,-9.3528,-2.99102,-3.96865,4.99788,5.62446,48.215,-29.881,29.881,-3.751,3.751,-4.67,4.67
963,240.75,1624,33.0,-7.51151,-4.8514,-3.0733,5.07127,-5.72292,-11.4744,-8.424,8.424,-8.359,8.359,-4.676,4.676
964,241.0,1624,33.0,-7.30899,-4.85882,-2.98794,-2.92353,4.09072,27.7133,-8.518,8.518,-8.34,8.34,-4.668,4.668
965,241.25,1624,33.0,-7.43489,-5.10047,-2.99615,4.34973,-1.7815,32.2077,-8.612,8.612,-8.321,8.321,-4.639,4.639
966,241.5,1624,33.0,-7.16238,-4.93252,-3.3511,-1.09312,-0.76055,81.2114,-8.705,8.705,-8.301,8.301,-4.617,4.617
967,241.75,1624,33.0,-7.02365,-4.80759,-3.14013,0.779538,-0.111441,12.795,-8.799,8.799,-8.281,8.281,-4.597,4.597
968,242.0,1624,33.0,-6.914,-5.06516,-2.85939,-2.91924,-0.377323,42.5516,-8.893,8.893,-8.261,8.261,-4.576,4.576
969,242.25,1624,33.0,-6.83453,-4.8858,-2.84266,-0.00520013,-1.25327,-31.3218,-8.987,8.987,-8.241,8.241,-4.556,4.556
970,242.5,1624,33.0,-6.703,-4.95482,-3.05735,-2.55118,2.59822,11.6046,-9.08,9.08,-8.22,8.22,-4.531,4.531
971,242.75,1624,33.0,-6.51527,-4.90143,-2.85288,-0.599698,2.47039,-22.9556,-9.174,9.174,-8.199,8.199,-4.525,4.525
972,243.0,1624,33.0,-6.46146,-4.80267,-2.6452,-0.0606939,-0.39432,12.9643,-9.268,9.268,-8.178,8.178,-4.529,4.529
973,243.25,1624,33.0,-6.25713,-4.63784,-2.62218,4.76515,1.50019,38.2211,-9.362,9.362,-8.157,8.157,-4.55,4.55
974,243.5,1624,33.0,-6.33313,-4.6737,-2.91395,-2.39469,-4.66539,2.8727,-9.456,9.456,-8.135,8.135,-4.569,4.569
975,243.75,1624,33.0,-6.35181,-5.18723,-3.02395,1.24002,5.84557,8.6742,-9.55,9.55,-8.113,8.113,-4.589,4.589
976,244.0,1624,33.0,-6.02676,-4.94452,-2.96174,-2.35363,4.2005,5.89743,-9.644,9.644,-8.091,8.091,-4.604,4.604
977,244.25,1624,33.0,-6.00599,-4.85116,-2.71931,-7.57388,1.14136,5.3025,-9.739,9.739,-8.069,8.069,-4.62,4.62
978,244.5,1624,33.0,-6.23297,-4.74875,-2.87841,-2.97397,1.76251,16.7803,-9.833,9.833,-8.046,8.046,-4.633,4.633
979,244.75,1624,33.0,-6.06944,-4.69332,-2.83078,-5.63856,-2.3935,-52.2801,-9.927,9.927,-8.023,8.023,-4.638,4.638
980,245.0,1624,33.0,-5.88405,-4.55181,-2.907,3.42965,-1.81472,29.944,-10.021,10.021,-8.0,8.0,-4.638,4.638
981,245.25,1624,33.0,-5.86415,-4.76826,-2.80658,3.75762,4.26319,3.58282,-10.115,10.115,-7.977,7.977,-4.625,4.625
982,245.5,1624,33.0,-5.93337,-4.73782,-3.1378,-3.58048,-1.48027,-11.6516,-10.21,10.21,-7.954,7.954,-4.604,4.604
983,245.75,1624,33.0,-6.17564,-4.90033,-3.43692,4.28474,-0.714441,8.75588,-10.304,10.304,-7.93,7.93,-4.583,4.583
984,246.0,1624,33.0,-5.97177,-4.72057,-3.24353,2.69194,5.26856,20.1729,-10.398,10.398,-7.907,7.907,-4.56,4.56
985,246.25,1624,33.0,-5.97504,-5.0285,-3.18297,-2.06503,-2.71594,53.666,-10.493,10.493,-7.883,7.883,-4.551,4.551
986,246.5,1624,33.0,-5.79958,-4.86557,-3.13625,2.98269,2.10902,27.0321,-10.587,10.587,-7.859,7.859,-4.554,4.554
987,246.75,1624,33.0,-5.77438,-4.48564,-3.071,-2.54607,-2.67503,16.5665,-10.682,10.682,-7.834,7.834,-4.565,4.565
988,247.0,1624,33.0,-5.97811,-4.55354,-3.06039,-1.64093,-1.03307,-3.77995,-10.777,10.777,-7.81,7.81,-4.57,4.57
989,247.25,1624,33.0,-5.94177,-4.06228,-3.3582,0.29773,-0.547189,-4.86682,-10.871,10.871,-7.785,7.785,-4.576,4.576
990,247.5,1624,33.0,-6.22562,-3.93162,-3.43036,-8.11562,2.00344,49.1818,-10.966,10.966,-7.761,7.761,-4.592,4.592
991,247.75,4588,92.0,-7.4288,-5.90535,-4.13521,-0.881674,-2.68105,28.1299,-11.061,11.061,-7.736,7.736,-4.6,4.6
992,248.0,3749,75.0,-7.01927,-7.56226,-2.80092,-0.32556,-2.08421,0.390506,-11.156,11.156,-7.711,7.711,-4.606,4.606
993,248.25,2919,59.0,-2.73985,-7.60111,-3.03187,3.97469,2.09313,-16.8242,-11.25,11.25,-7.686,7.686,-4.611,4.611
